Date,Open,High,Low,Close,Adj Close,Volume
2014-02-06,87.62999725341797,88.76000213623047,87.55000305175781,88.75,67.60247802734375,10037900
2014-02-07,88.91999816894531,90.04000091552734,88.61000061035156,90.04000091552734,68.58509826660156,9435100
2014-02-10,90.23999786376953,91.08000183105469,89.80000305175781,91.06999969482422,69.36967468261719,8080200
2014-02-11,91.08999633789062,92.97000122070312,90.94999694824219,92.97000122070312,70.81696319580078,11556300
2014-02-12,92.94999694824219,92.98999786376953,91.94999694824219,92.41999816894531,70.39797973632812,7696100
2014-02-13,92.0,92.62000274658203,91.70999908447266,92.55999755859375,70.50463104248047,5926000
2014-02-14,92.5999984741211,92.94999694824219,92.02999877929688,92.76000213623047,70.65699005126953,5485100
2014-02-18,92.7699966430664,92.8499984741211,92.08999633789062,92.16999816894531,70.20758056640625,6926500
2014-02-19,92.1500015258789,92.75,91.56999969482422,91.63999938964844,69.80386352539062,7693400
2014-02-20,91.69000244140625,92.7300033569336,91.30999755859375,92.37999725341797,70.3675308227539,8160100
2014-02-21,91.86000061035156,92.25,91.44999694824219,91.5199966430664,70.21408081054688,7381500
2014-02-24,91.44999694824219,92.05999755859375,91.0999984741211,91.11000061035156,69.89952087402344,8406700
2014-02-25,91.58999633789062,91.87000274658203,90.66000366210938,91.11000061035156,69.89952087402344,6383400
2014-02-26,91.11000061035156,91.54000091552734,90.7699966430664,91.11000061035156,69.89952087402344,6334100
2014-02-27,91.16000366210938,91.41999816894531,90.75,91.36000061035156,70.09133911132812,7040300
2014-02-28,91.41999816894531,92.63999938964844,91.05999755859375,92.12000274658203,70.6744155883789,9643700
2014-03-03,91.12999725341797,91.9800033569336,90.83000183105469,91.55999755859375,70.2447509765625,7506700
2014-03-04,92.47000122070312,93.45999908447266,92.25,93.33999633789062,71.61036682128906,8796300
2014-03-05,93.2699966430664,93.30000305175781,92.37999725341797,92.58999633789062,71.03496551513672,6842500
2014-03-06,93.19000244140625,93.6500015258789,92.81999969482422,92.88999938964844,71.26514434814453,7718300
2014-03-07,93.37000274658203,93.4800033569336,92.69000244140625,93.31999969482422,71.59504699707031,6792000
2014-03-10,93.16999816894531,93.48999786376953,92.79000091552734,93.44999694824219,71.69477844238281,4878200
2014-03-11,93.70999908447266,93.75,93.08999633789062,93.48999786376953,71.72547149658203,5837200
